variable,w5_label,w1_label,w2_label,w3_label,w4_label,w6_label,w5_values,w1_values,w2_values,w3_values,w4_values,w6_values,w5_label_present,w1_label_present,w2_label_present,w3_label_present,w4_label_present,w6_label_present,n_waves_present,similar_variables,similarity_scores,suggested_concept_group,suggested_domain
q68,"68 Wealth and poverty, success and failure are all determined by fate.",NA,"Have you traveled abroad before? If you have, how often do you travel abroad?",q68. Contacted news media,"68. When dealing with others, one should not be preoccupied with temporary gains and losses.","68 In the past three years, have you ever contacted elected officials or legislative representatives at any level?",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,A few times a year = 1; Almost once a year = 2; Just a few times in my whole life = 3,Missing = -1; Never Done = 0; Once = 1,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q69,"69 If one could have only one child, it is more preferable to have a boy than a girl.",NA,How often do you have personal contact with foreigners?,"q69. Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have never, once, or more than once done any of these things during the past three years.   Got together with others to try t","69 In the past three years, have you ever contacted elected officials or legislative representatives at any level-3 categories",69  Contacted civil servants or officials,Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Almost daily = 1; At least once a week = 2; At least once a month = 3,Missing = -1; Never Done = 0; Once = 1,Missing = -1; I have done this more than once = 1; I have done this once = 2,Missing = -1; Not applicable = 0; Have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q66; q66,0.802; 0.802,"q66, q69",NA
q7,7 Trust in the excutive office (president or prime minister),NA,Trust in Prime Minister or president,"q7. I'm going to name a number of institutions. For each one, please tell me how much trust do you have in them? The president",7 Trust in the excutive office (president or prime minister),7 Trust in the excutive office (president or prime minister),Missing = -1; Trust fully = 1; Trust a lot = 2,NA,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2,Missing = -1; Not applicable = 0; A great deal of trust = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q70,"70 In the past three years, have you ever contacted elected officials or legislative representatives at any level",NA,We should give up gains in the present for the possibility of larger gains in the future,q70. Got together with others to raise an issue or sign a petition,70  Contacted officials at higher level-3 categories.,"70  Contacted other influential people outside the government, such as traditional leaders/community leaders",Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Never Done = 0; Once = 1,Missing = -1; I have done this more than once = 1; I have done this once = 2,Missing = -1; Not applicable = 0; Have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q71,71 Contacted civil servants or officials,NA,Conflict among political groups is not a bad thing for our country,q71. Attended a demonstration or protest march,71 Contacted traditional leaders/community leaders-3 categories,71  Contacted news media,Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Never Done = 0; Once = 1,Missing = -1; I have done this more than once = 1; I have done this once = 2,Missing = -1; Not applicable = 0; Have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q72,"72 Contacted other influential people outside the government, such as traditional leaders/community leaders.",NA,"If a government policy serves the interests of the majority of people, I should support it",q72. Used force or violence for a political cause,72  Contacted other influential people outside the government-3 categories.,72  Signed a paper or online petition?,Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Never Done = 0; Once = 1,Missing = -1; I have done this more than once = 1; I have done this once = 2,Missing = -1; Not applicable = 0; I have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q73,73 Contacted news media,NA,The best way to deal with complicated political issues should be to leave them to the future,"q73. Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself -have you voted in every election, voted in most elections, voted in some elections or hardly ever voted?",73  Contacted news media-3 categories,73  Used the Internet including Social Media Networks to express opinions about politics,Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Not applicable (eligible only once) = 0; Voted in every election = 1,Missing = -1; I have done this more than once = 1; I have done this once = 2,Missing = -1; Not applicable = 0; I have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q74,74 Signed a paper petition,NA,Political reform should be introduced little-by-little instead of all-at-once,"q74. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",74 Whether you personally have ever got together with others to try to resolve local problems-3 categories,74  Joined a group to activiely support a cause [including online],Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Statement 1. Government leaders implement what voters want = 1; Statement 2. Government leaders do what they think is best f = 2,Missing = -1; I have done this more than once = 1; I have done this once = 2,Missing = -1; Not applicable = 0; I have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q75,75 Signed an online petition,NA,Cruel criminals should be punished immediately without regard to time-consuming legal processes,"q75. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",75 Got together with others to raise an issue or sign a petition-3 categories,75  Got together with others face-to face to try to resolve local problems,Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,"Missing = -1; Statement 1. Government is our employee, the people should t = 1; Statement 2. The government is like parent, it should decide = 2",Missing = -1; I have done this more than once = 1; I have done this once = 2,Missing = -1; Not applicable = 0; I have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q76,76 Used the internet including social media networks to express opinions about politics and government,NA,"For the sake of the national community/society, the individual should be prepared to sacrifice","q76. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",76 Attended a demonstration or protest march-3 categories,76  Attended a demonstration or protest march,Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Statement 1. The media should have the right to publish news = 1; Statement 2. The government should have the right to prevent = 2,Missing = -1; I have done this more than once = 1; I have done this once = 2,Missing = -1; Not applicable = 0; I have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q143; q143,0.936; 0.936,"q143, q76",NA
q77,77 Joined a group to actively support a cause(including online),NA,The most important thing for political leaders is to accomplish their goals even if they have to ignore the established procedure,"q77. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",77 Used force or violence for a political cause-3 categories,77  Taken an action or done something for a political cause that put you in risk of getting injured,Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Statement 1. People should look after themselves and be prim = 1; Statement 2. The government should bear the main responsibil = 2,Missing = -1; I have done this more than once = 1; I have done this once = 2,Missing = -1; Not applicable = 0; I have done this more than three times = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q145; q145,0.851; 0.851,"q145, q77",NA
q78,78 Got together with others face-to-face to try to resolve local problems,NA,"If possible, I don't want to get involved in political matters","q78. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o","78 Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself?","78 Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself-have you voted in every election, voted in most elections, voted in some elections or hardly ever voted?",Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Statement 1. Political leaders are chosen by the people thro = 1; Statement 2. Political leaders are chosen on the basis on th = 2,Missing = -1; Not applicable (eligible only once) = 0; Voted in every election = 1,Missing = -1; Not applicable = 0; Voted in every election = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q79,79 Attended a demonstration or protest march,NA,Contacted government (administrative) official,"q79. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",79. Which of the following statements do you agree with most?,"79 In recent years and thinking about election campaigns, has a candidate or someone from a political party or campaign team offered you something, like food, cash, a gift, or a job in return for your vote or support?",Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Once = 1; More than once = 2; Never = 3,Missing = -1; Statement 1. Multiple parties compete to represent political = 1; Statement 2. One party represents the interests of all the p = 2,Missing = -1; Government leaders implement what voters want. = 1; Government leaders do what they think is best for the people. = 2,Missing = -1; Not applicable = 0; Often = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q8,8 The courts,NA,Trust in the Courts,q8. The courts,8 The courts,8 The courts,Missing = -1; Trust fully = 1; Trust a lot = 2,NA,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2,Missing = -1; Not applicable = 0; A great deal of trust = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q14; q14; q19; q19,0.837; 0.837; 0.808; 0.808,"q14, q19, q8",NA
q80,80 Taken an action or done something for a political cause that put you in a risk of getting injured,NA,Contacted officials at higher level,"q80. Over the long run, our system of government is capable of solving the problems our country faces.",80. which of the following statements do you agree with most?,"80  Over the long run, our system of government is capable of solving the problems our country faces.",Missing = -1; Not applicable = 0; I have done this more than three times = 1,NA,Once = 1; More than once = 2; Never = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,"Missing = -1; Government is our employee, the people should tell government what needs to be done. = 1; The government is like parent, it should decide what is good for us = 2",Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q81,"81 Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself-have you voted in every election, voted in most elections, voted in some elections or hardly ever voted?",NA,Contacted elected officials or legislative representatives at any level,"q81. Thinking in general, I am proud of our system of government.",81. which of the following statements do you agree with most?,"81  Thinking in general, I am proud of our system of government.",Missing = -1; Not applicable (eligible only once) = 0; Voted in every election = 1,NA,Once = 1; More than once = 2; Never = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; The media should have the right to publish news and ideas without government control = 1; The government should have the right to prevent the media from publishing things that might be politically destabilizing = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q075; q075,0.827; 0.827,"q075, q81",NA
q82,82 which of the following statements do you agree with most?government leaders vs.their citizens,NA,Contacted officials of political parties or other political organizations,"q82. A system like ours, even if it runs into problems, deserves the people's support.",82. which of the following statements do you agree with most?,"82  A system like ours, even if it runs into problems, deserves the people's support.",Missing = -1; Government leaders implement what voters want. = 1; Government leaders do what they think is best for the people. = 2,NA,Once = 1; More than once = 2; Never = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Political leaders are chosen by the people through open and competitive elections = 1; Political leaders are chosen on the basis on their virtue and capability even without election = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q092; q092; q076; q076,0.83; 0.83; 0.816; 0.816,"q076, q092, q82",NA
q83,83 Which of the following statements do you agree with most? the problem of accountability,NA,Contacted representative of non-government/civil society organizations,q83. I would rather live under our system of government than any other that I can think of.,"83. Over the long run, our system of government is capable of solving the problems our country faces",83  I would rather live under our system of government than any other that I can think of.,"Missing = -1; It is more important for citizens to be able to hold government accountable, even if that means it makes decisions more = 1; It is more important to have a government that can get things done, even if we have on influence over what it does = 2",NA,Once = 1; More than once = 2; Never = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q093; q093,0.807; 0.807,"q093, q83",NA
q84,84 Which of the following statements do you agree with most? freedom of the press,NA,Contacted traditional leaders/community leaders (IN: Mass media; TW/HK: Acquaintances in the government),"q84. Compared with other systems in the world, would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?","84. Thinking in general, I am proud of our system of government","84 Would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?",Missing = -1; The media should have the right to publish news and ideas without government control = 1; The government should have the right to prevent the media from publishing things that might be politically destabilizing = 2,NA,Once = 1; More than once = 2; Never = 3,"Missing = -1; It works fine, not need to change = 1; Needs minor change = 2",Missing = -1; Strongly agree = 1; Agree = 2,"Missing = -1; Not applicable = 0; It works fine, no need to change = 1",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q85,85 Which of the following statements do you agree with most? political leader,NA,Contacted other influential people,"q85. Many things may be desirable, but not all of them are essential characteristics of democracy. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics o","85 A system like ours, even if it runs into problems, deserves the people's support",85 Which one would you choose as the most essential characteristics of a democracy: Set 1?,Missing = -1; Political leaders are chosen by the people through open and competitive elections = 1; Political leaders are chosen on the basis on their virtue and capability even without election = 2,NA,Once = 1; More than once = 2; Never = 3,Missing = -1; Government narrows the gap between the rich and the poor. = 1; People choose the government leaders in free and fair electi = 2,Missing = -1; Strongly agree = 1; Agree = 2,Missing = -1; Not applicable = 0; Government narrows the gap between the rich and the poor = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q080; q080,0.844; 0.844,"q080, q85",NA
q86,"86 Over the long run, our system of government is capable of solving the problems our country face",NA,Refused to pay taxes or fees to the government,"q86. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics of a democracy?",86. I would rather live under our system of government than any other that I can think of,86 Which one would you choose as the most essential characteristics of a democracy: Set 2?,Missing = -1; Strongly agree = 1; Agree = 2,NA,Once = 1; More than once = 2; Never = 3,"Missing = -1; The legislature has oversight over the government. = 1; Basic necessities, like food, clothes and shelter, are provi = 2",Missing = -1; Strongly agree = 1; Agree = 2,Missing = -1; Not applicable = 0; The legislature has oversight over the government = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q87,"87 Thinking in general, I am proud of our system of government",NA,Got together with others to raise an issue or sign a petition,"q87. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics of a democracy?","87. would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?",87 Which one would you choose as the most essential characteristics of a democracy: Set 3?,Missing = -1; Strongly agree = 1; Agree = 2,NA,Once = 1; More than once = 2; Never = 3,Missing = -1; Government ensures law and order. = 1; Media is free to criticize the things government does. = 2,"Missing = -1; It works fine, not need to change = 1; Needs minor change = 2",Missing = -1; Not applicable = 0; Government ensures law and order = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q88,"88 A system like ours, even if it runs into problems, deserves the people's support",NA,Attended a demonstration or protest march,"q88. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics of a democracy?",88  which one would you choose as the most essential characteristics of a democracy?,88 Which one would you choose as the most essential characteristics of a democracy: Set 4?,Missing = -1; Strongly agree = 1; Agree = 2,NA,Not applicable = 0; Once = 1; More than once = 2,Missing = -1; People have the freedom to take part in protests and demonst = 1; Politics is clean and free of corruption. = 2,Missing = -1; Government narrows the gap between the rich and the poor = 1; People choose the government leaders in free and fair election = 2,Missing = -1; Not applicable = 0; People have the freedom to take part in protests and demonstrations. = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q89,89 I would rather live under our system of government than any other that I can think of.,NA,Used force or violence for a political cause,"q89. On the whole, how satisfied or dissatisfied are you with the way democracy works in [Country].  Are you …?",89. which one would you choose as the most essential characteristics of a democracy?,"89 To you, what does “democracy” mean? (open-ended) <optional>",Missing = -1; Strongly agree = 1; Agree = 2,NA,Once = 1; More than once = 2; Never = 3,Missing = -1; Very satisfied = 1; Fairly satisfied = 2,"Missing = -1; The legislature has oversight over the government. = 1; Basic necessities, like food, clothes and shelter, are provided for all. = 2",Missing = -1; Not applicable = 0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q9,9 National government in the capital city,NA,Trust in the national government,q9. The national government [in capital city],9 National government in the capital city,9 National government in the capital city,Missing = -1; Trust fully = 1; Trust a lot = 2,NA,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2,Missing = -1; Not applicable = 0; A great deal of trust = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q90,"90 Would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?",NA,"Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself-have you voted",q90. In your opinion how much of a democracy is [Country Name] ?,90. which one would you choose as the most essential characteristics of a democracy?,"90 On the whole, how satisfied or dissatisfied are you with the way democracy works in the country?","Missing = -1; It works fine, not need to change = 1; Needs minor change = 2",NA,Not applicable (eligible only once) = 0; Voted in every election = 1; Voted in most elections = 2,"Missing = -1; A full democracy = 1; A democracy, but with minor problems = 2",Missing = -1; Government ensures law and order = 1; Media is free to criticize the things government does. = 2,Missing = -1; Not applicable = 0; Very satisfied = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q92,92 Politics is clean and free of corruption,NA,People often differ in their views on the characteristic that is essential to democracy. If you have to choose only one of the things,q92. Where would you place our country ten years ago?,"92 On the whole, how satisfied or dissatisfied are you with the way democracy works in the country?",92 Where would you place our country under the present government?,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2,NA,No answer = 0; Opportunity to change the government through elections = 1; Freedom to criticize those in power = 2,Missing = -1; Do not understand the question = 97; Can't choose = 98,Missing = -1; Very satisfied = 1; Fairly satisfied = 2,Missing = -1; Not applicable = 0; Completely undemocratic = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q93,93 People have the freedom to take part in protests and demonstrations,NA,"On the whole, how satisfied or dissatisfied are you with the way democracy works in [country]?",q93. Where would you want our country to be in the future?,93. In your opinion how much of a democracy is the country?,93 Where would you place our country ten years ago?,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2,NA,Not at all satisfied = 1; Not very satisfied = 2; Fairly satisfied = 3,Missing = -1; Do not understand the question = 97; Can't choose = 98,"Missing = -1; A full democracy = 1; A democracy, but with minor problems = 2",Missing = -1; Not applicable = 0; Completely undemocratic = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q94,"94 When making laws, the government seek advice from religious authorities",NA,In your opinion how much of a democracy is [country]?,"q94. Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. If ""1"" means that democracy is completely unsuitable for [name of country] today and ""10"" means that it is completely suitable, where",94 Where would you place our country under the present government?,94 Where would you expect our country to be ten years from now?,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2,NA,"A full democracy = 1; A democracy, but with minor problems = 2; A democracy, with major problems = 3",Missing = -1; Do not understand the question = 97; Can't choose = 98,Missing = -1; Completely Undemocratic = 1; 2 = 2,Missing = -1; Not applicable = 0; Completely undemocratic = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q95,95 Political leaders rule by following their own wisdom rathan than people's preferences to ensure a society's collective welfare,NA,Where would you place our country during the period of [the name of the most recent government under authoritarian rule]?,"q95. How satisfied or dissatisfied are you with the [name of president, etc. ruling current] government?  Are you …?",95 Where would you place our country ten years ago?,95 Where would you place our country today? Democracy is suitable or not,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2,NA,Complete Dictatorship = 1; ... = 2; ... = 3,Missing = -1; Very satisfied = 1; Somewhat satisfied = 2,Missing = -1; Completely Undemocratic = 1; 2 = 2,Missing = -1; Not applicable = 0; Democracy is completely unsuitable = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q099; q099; q100; q100; q96,0.876; 0.876; 0.869; 0.869; 0.869,"q099, q100, q95, q96",NA
q96,96 Rule by one party that represents the interests of all classes,NA,Where would you place our country under the present government?,"q96. In your opinion, what are the most important problems facing this country that government should address?",96 Where would you expect our country to be ten years from now?,96 How satisfied or dissatisfied are you with the current president/government?,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2,NA,Complete Dictatorship = 1; ... = 2; ... = 3,Missing = -1; Economics = 100; Management of the economy = 110,Missing = -1; Completely Undemocratic = 1; 2 = 2,Missing = -1; Not applicable = 0; Very satisfied = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q100; q100; q95; q95; q099,1; 1; 0.869; 0.869; 0.825,"q099, q100, q95, q96",NA
q97,97 Qualified candidates are pre-selected by religious leaders,NA,To what extent would you want our country to be democratic now?,q97. How likely is it that the government will solve the most important problem you identified within the next five years? [Read out options],97 Whether you think democracy is suitable for our country,97 What are the most important problems facing this country that government should address? First,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2,NA,Complete Dictatorship = 1; ... = 2; ... = 3,Missing = -1; Not applicable = 0; Very likely = 1,Missing = -1; Democracy is completely unsuitable = 1; 2 = 2,Missing = -1; Not applicable = 0; Management of the economy = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q101; q101,1; 1,"q101, q97",NA
q98,"98 If you have to choose only one, which of the following you think is the most essential element of a democracy?",NA,Which would you think democracy is suitable for our country?,"q98. Now I am going to read to you a list of statements that describe how people often feel about the state of affairs in [country name]. Please tell me whether you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with each of these",98 How satisfied or dissatisfied are you with the current government?,98 How likely is it that the government will solve the most important problem you identified within the next five years?,"Missing = -1; People are free to express their political views openly. = 1; Basic necessities, like food, clothes and shelter, are provided for all = 2",NA,Democracy is completely unsuitable = 1; ... = 2; ... = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Very satisfied = 1; Somewhat satisfied = 2,Missing = -1; Not applicable = 0; Very likely = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q103; q103,0.812; 0.812,"q103, q98",NA
q99,"99 On the whole, how satisfied or dissatisfied are you with the way democracy works in our country?",NA,How satisfied or dissatisfied are you with the [name of present] government?,q99. Political parties or candidates in our country have equal access to the mass media during the election period.,99 What are the first most important problems facing this country? 1st,99 Citizens are able to remove a government they don't like through elections.,Missing = -1; Very satisfied = 1; Fairly satisfied = 2,NA,Very satisfied = 1; Somewhat satisfied = 2; Somewhat dissatisfied = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,"Missing = -1; Management of the economy = 1; Wages, incomes and salaries = 2",Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q104; q104,0.936; 0.936,"q104, q99",NA
q162,"162 The following is a hypothetical question: If your family were unfortunate enough to lose its main source of income, how serious would it be for your family?",NA,Impression: International Monetary Fund or IMF,NA,"162 Given the chance, how willing would you be to go and live in another country","162 The following is a hypothetical question: If you were unfortunate enough to lose your main source of income, how serious would it be for you and your family?","Missing = -1; It would be serious, and we would have difficulty coping = 1; It would be serious, but we could deal with it = 2",NA,Very Bad = 1; ... = 2; ... = 3,NA,Missing = -1; Very willing = 1; Willing = 2,"Missing = -1; Not applicable = 0; It would be serious, and we would have difficulty coping = 1",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA,NA,NA,NA
q163,"163 Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair?",NA,Impression: World Bank,NA,163 Which country has the most influence in Asia?,"163 Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair?",Missing = -1; Hard to say = 0; Very fair = 1,NA,Very Bad = 1; ... = 2; ... = 3,NA,Missing = -1; China = 1; Japan = 2,Missing = -1; Not applicable = 0; Very fair = 1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,q159; q159; q166; q166,0.837; 0.837; 0.811; 0.811,"q159, q163, q166",NA
q164,"164 As compared to my parent's generation, my generation has more or fewer opportunities to improve one's standard of living or social status?",NA,Impression: United States,NA,164 Does the United States do more good or harm to the region?,"164 As compared to my parent's generation, my generation has more or fewer opportunities to improve the standard of living or   social status?",Missing = -1; Substantially more opportunities = 1; More opportunities = 2,NA,Very Bad = 1; ... = 2; ... = 3,NA,Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2,Missing = -1; Not applicable = 0; Substantially more opportunities = 1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA,NA,NA,NA
q165,165 Will the next generation have had a better or worse life than our generation?,NA,Impression: China,NA,165 Does China do more good or harm to the region?,165 Will the next generation have had a better or worse life than our generation?,Missing = -1; Much better = 1; A little better = 2,NA,Very Bad = 1; ... = 2; ... = 3,NA,Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2,Missing = -1; Not applicable = 0; Much better = 1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,q166; q166,0.849; 0.849,"q165, q166",NA
q166,166 How proud are you to be a citizen of the country?,NA,Impression: Japan,NA,"166 In ten years, which country will have the most influence in Asia?",166 How proud are you to be a citizen of (COUNTRY)? Are you...,Missing = -1; Not applicable(not a citizen) = 0; Very proud = 1,NA,Very Bad = 1; ... = 2; ... = 3,NA,Missing = -1; China = 1; Japan = 2,Missing = -1; Not applicable = 0; Very proud = 1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,q165; q165; q163; q163,0.849; 0.849; 0.811; 0.811,"q163, q165, q166",NA
q21,21  Which organization you participate most actively in the last 12 months?,NA,NA,q21. Second Organization,21. Name of the organization you belong to. Second,21 Which organization you participate most actively in the last 12 months?',Missing = -1; Not applicable = 0; Political parties = 1,NA,NA,Missing = -1; Not applicable = 0; Political parties = 1,Missing = -1; Not applicable = 0; Political parties = 1,Missing = -1; Not applicable = 0; Political parties = 1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4,q20_2; q20_2,1; 1,"q20_2, q21",NA
q22,"22 Would you say that ""Most people can be trusted"" or ""that you must be very careful in dealing with people""?",NA,NA,q22. Third Organization,22. Name of the organization that you belong to. Third,22 Would you say that 'Most people can be trusted' or 'that you must be very careful in dealing with people'?,Missing = -1; Most people can be trusted = 1; You must be very careful in dealing with people = 2,NA,NA,Missing = -1; Not applicable = 0; Political parties = 1,Missing = -1; Not applicable = 0; Political parties = 1,Missing = -1; Not applicable = 0; Most people can be trusted = 1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4,q20_3; q20_3; q20_1; q20_1,1; 1; 0.895; 0.895,"q20_1, q20_3, q22",NA
