wave,variable,label,value_labels_sample
Wave2,q30,"Do you agree or disagree with the following statement: By helping people in trouble today, someone else will help me when I am in trouble someday.",Agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q30,"q30. When people outside your household have problems, do they come to you for help? (NEW)","Missing = -1; No, nobody = 1; Yes, a few = 2"
Wave4,q30,"30. If you have a difficult problem to manage, are there people outside your household you can ask for help?","Missing = -1; No, nobody = 1; Yes, a few = 2"
Wave5,q30,"30 Among these people you have frequent contacts, which of the following best describes the political views of these people?",Missing = -1; Virtually all of them have views similar to me = 1; A lot of them have views similar to me = 2
Wave6,q30,"30 Among these people you have frequent contacts, which of the following best describes the political views of these people?",Missing = -1; Not applicable = 0; Virtually all of them have views similar to me = 1
Wave2,q31,Would you have a hard time conversing with your friends or co-workers about politics if you had differing opinions?,Very hard = 1; A bit hard = 2; Not too hard = 3
Wave3,q31,"q31. If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them? (NEW)",Missing = -1; Very hard = 1; A bit hard = 2
Wave4,q31,"31. When people outside your household have problems, do they come to you for help?","Missing = -1; No, nobody = 1; Yes, a few = 2"
Wave5,q31,"31 If you have a difficult problem to manage, are there people outside your household you can ask for help?","Missing = -1; No, nobody = 1; Yes, a few = 2"
Wave6,q31,"31 If you have a difficult problem to manage, are there people outside your household you can ask for help?","Missing = -1; Not applicable = 0; No, nobody = 1"
Wave2,q32,"Generally speaking, how safe is living in this city/town/village?",Very safe = 1; Safe = 2; Unsafe = 3
Wave3,q32,"q32. In talking to people about elections, we often find that a lot of people were not able to vote because they were away from home, they were sick or they just didn't have time. How about you? Did you vote in the election [the most recent national elect",Missing = -1; Not applicable = 0; Yes = 1
Wave4,q32,"32 If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them?",Missing = -1; Very hard = 1; A bit hard = 2
Wave5,q32,"32 If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them?",Missing = -1; Very hard = 1; A bit hard = 2
Wave6,q32,"32 If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them?",Missing = -1; Not applicable = 0; Very hard = 1
Wave2,q33,"Compared to the situation in this city/town/village a few years ago, do you feel more safe, less safe or the same as before?",Not applicable = 0; More safe = 1; Less safe = 2
Wave3,q33,q33. Which parties (or candidates for president if it was presidential race) did you vote for? [country-specific response grid],Missing = -1; Not applicable = 90; No vote = 92
Wave4,q33,33 Did you vote in the last national election?,missing = -1; Not applicable/not yet eligible to vote = 0; Yes = 1
Wave5,q33,33 Did you vote in the last national election?,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q33,33 Did you vote in the national election?,Missing = -1; Not applicable = 0; Yes = 1
Wave3,q33a,"q33a. Based on the answer to Q33, please construct a new variable indicating if the respondent voted for the winning camp or losing camp.",Missing = -1; Not applicable = 0; Voted for the winning camp = 1
Wave2,q34,"Have you been a victim of car, motorcycle or bicycle theft?",Do not own any kind of vehicle = 0; No = 1; Yes = 2
Wave3,q34,"q34. Thinking about the national election in [year], did you attend a campaign meeting or rally?",Missing = -1; Not applicable = 0; Yes = 1
Wave4,q34,34 Which parties or candidates did you vote for?,Missing = -1; Not applicable = 90; Cannot recall = 95
Wave5,q34,34 Which parties or candidates did you vote for?,Missing = -1; Not applicable = 0; Invalid vote = 97
Wave6,q34,34 Which parties or candidates did you vote for?,Missing = -1; Not applicable = 0; Do not understand the question = 97
Wave4,q34a,34a Did the respondent vote for the winning or losing camp?,Missing = -1; Not applicable = 0; Voted for the winning camp = 1
Wave5,q34a,34a Did the respondent vote for the winning or losing camp?,Missing = -1; Not applicable = 0; Voted for the winning camp = 1
Wave6,q34a,34a Did the respondent vote for the winning or losing camp?,Missing = -1; Not applicable = 0; Voted for the winning camp = 1
Wave6,q34other,34. Other specify responses,NA
Wave2,q35,Have you been a victim of pick-pocketing/robbery of personal property?,Not applicable = 0; No = 1; Yes = 2
Wave3,q35,q35. try to persuade others to vote for a certain candidate or party?,Missing = -1; Not applicable = 0; Yes = 1
Wave4,q35,35. Did you attend a campaign meeting or rally?,Missing = -1; Not applicable = 0; Yes = 1
Wave5,q35,35. Did you attend a campaign meeting or rally in the last national election?,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q35,35 Did you attend a campaign meeting or rally in the last national election?,Missing = -1; Not applicable = 0; Yes = 1
Wave2,q36,Have you been a victim of break-in at your home?,Not applicable = 0; No = 1; Yes = 2
Wave3,q36,q36. Did you do anything else to help out or work for a party or candidate running in the election?,Missing = -1; Not applicable = 0; Yes = 1
Wave4,q36,36. Try to persudae others to vote for a certain candidate or party?,Missing = -1; Not applicable = 0; Yes = 1
Wave5,q36,36. Try to persudae others to vote for a certain candidate or party?,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q36,36 Try to persuade others to vote for a certain candidate or party?,Missing = -1; Not applicable = 0; Yes = 1
Wave2,q37,Have you been a victim of physical violence?,Not applicable = 0; No = 1; Yes = 2
Wave3,q37,"q37. On the whole, how free and fair would you say the last national election was? (NEW)",Missing = -1; Not applicable = 0; Completely free and fair = 1
Wave4,q37,37. Did you do anything else to help out or work for a party or candidate running in the last national election?,Missing = -1; Not applicable = 0; Yes = 1
Wave5,q37,37. Did you do anything else to help out or work for a party or candidate running in the last national election?,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q37,37 Did you do anything else to help out or work for a party or candidate running in the last national election?,Missing = -1; Not applicable = 0; Yes = 1
Wave2,q38,Have you voted in the last election?,Not applicable = 0; No = 1; Yes = 2
Wave3,q38,"q38. Based on your experience, how easy or difficult is it to obtain the following services?  Or have you never tried to get these services from government?  An identity document (such as a birth certificate or passport)",Missing = -1; Very Difficult = 1; Difficult = 2
Wave4,q38,"38.On the whole, how free and fair would you say the last national election was?",Missing = -1; Not applicable = 0; Completely free and fair = 1
Wave5,q38,"38 On the whole, how free and fair would you say the last national election was?",Missing = -1; Not applicable = 0; Completely free and fair = 1
Wave6,q38,"38 On the whole, how free and fair would you say the last national election was?",Missing = -1; Not applicable = 0; Completely free and fair = 1
Wave2,q39,Which parties (or candidates for president if it was presidential race) did you vote for?,Not applicable = 90; Secret = 94; No answer = 95
Wave3,q39,q39. A place in a public primary school for a child,Missing = -1; Very Difficult = 1; Difficult = 2
Wave4,q39,39. How easy or difficult to obtain an identity document service,Missing = -1; Not applicable = 0; Very difficult = 1
Wave5,q39,39 How easy or difficult to obtain roads in good condition,Missing = -1; Not applicable = 0; Very easy = 1
Wave6,q39,39 How easy or difficult to obtain the roads in good condition,Missing = -1; Not applicable = 0; Very easy = 1
Wave2,q39a,If the respondent voted for the winning camp or loosing camp?,Not applicable = 0; Voted for the winning camp(governing party) = 1; Voted for the losing camp(opposition party) = 2
Wave2,q4,"As for your own family, how do you rate your economic situation today?",Very bad = 1; Bad = 2; So so (not good nor bad) = 3
Wave3,q4,"q4. As for your own family, how do you rate the economic situation of your family today?  Is it …",Missing = -1; Very good = 1; Good = 2
Wave4,q4,"4. As for your own family, how do you rate the economic situation of your family today?",Missing = -1; Very good = 1; Good = 2
Wave5,q4,"4. As for your own family, how do you rate the economic situation of your family today?",Missing = -1; Very good = 1; Good = 2
Wave6,q4,"4 As for your own family, how do you rate the economic situation of your family today?",Missing = -1; Not applicable = 0; Very good = 1
Wave2,q40,Attend a campaign meeting or rally,Not applicable = 0; No = 1; Yes = 2
Wave3,q40,q40. Medical treatment at a nearby clinic,Missing = -1; Very Difficult = 1; Difficult = 2
Wave4,q40,40. How easy or difficult to obtain a place in a public primirary school for a child,Missing = -1; Not applicable = 0; Very difficult = 1
Wave5,q40,40 How easy or difficult to obtain running water,Missing = -1; Not applicable = 0; Very easy = 1
Wave6,q40,40 How easy or difficult to obtain running water,Missing = -1; Not applicable = 0; Very easy = 1
Wave2,q41,Try to persuade others to vote for a certain candidate or party,Not applicable = 0; No = 1; Yes = 2
Wave3,q41,q41. Help from the police when you need it,Missing = -1; Very Difficult = 1; Difficult = 2
Wave4,q41,41. How easy or difficult to obtain medical treatment at nearby clinic,Missing = -1; Not applicable = 0; Very difficult = 1
Wave5,q41,41 How easy or difficult to obtain public transportation,Missing = -1; Not applicable = 0; Very easy = 1
Wave6,q41,41 How easy or difficult to obtain public transportation,Missing = -1; Not applicable = 0; Very easy = 1
Wave2,q42,Did you do anything else to help out or work for a party or candidate running in the election,Not applicable = 0; No = 1; Yes = 2
Wave3,q42,"q42. Generally speaking, how safe is living in this city/ town/ village - very safe, safe, unsafe or very unsafe?",Missing = -1; Very safe = 1; Safe = 2
Wave4,q42,42. How easy or difficult to obtain help from the police when you need it,Missing = -1; Not applicable = 0; Very difficult = 1
Wave5,q42,42 How easy or difficult to obtain healthcare,Missing = -1; Not applicable = 0; Very easy = 1
Wave6,q42,42 How easy or difficult to obtain healthcare,Missing = -1; Not applicable = 0; Very easy = 1
Wave2,q43,"On the whole, how would you rate the freeness and fairness of the last national election?","Not applicable = 0; Completely free and fair = 1; Free and fair, but with minor problems = 2"
Wave3,q43,q43. How interested would you say you are in politics?,Missing = -1; Very interested = 1; Somewhat interested = 2
Wave4,q43,43. How safe is living in this city/ town/ village,Missing = -1; Very safe = 1; Safe = 2
Wave5,q43,43 How easy or difficult to obtain help from the pollice when you need it,Missing = -1; Not applicable = 0; Very easy = 1
Wave6,q43,43 How easy or difficult to obtain help from the police when you need it,Missing = -1; Not applicable = 0; Very easy = 1
Wave2,q44,How easy is it to obtain: An identity document,Not applicable = 0; Very Difficult = 1; Difficult = 2
Wave3,q44,q44. How often do you follow news about politics and government?,Missing = -1; Everyday = 1; Several times a week = 2
Wave4,q44,44. How interested would you say you are in politics?,Missing = -1; Very interested = 1; Somewhat interested = 2
Wave5,q44,44 How easy or difficult to obtain access to the internet,Missing = -1; Not applicable = 0; Very easy = 1
Wave6,q44,44 How easy or difficult to obtain access to the Internet,Missing = -1; Not applicable = 0; Very easy = 1
Wave2,q45,How easy is it to obtain: A place in public primary school for a child,Not applicable = 0; Very Difficult = 1; Difficult = 2
Wave3,q45,q45. How often do you use the internet?,Missing = -1; Almost daily = 1; At least once a week = 2
Wave4,q45,45. How often do you follow news about politics and government?,Missing = -1; Everyday = 1; Several times a week = 2
Wave5,q45,"45 Generally speaking, how safe is living in this city/town/village?",Missing = -1; Very safe = 1; Safe = 2
Wave6,q45,45 How easy or difficult to obtain childcare,Missing = -1; Not applicable = 0; Very easy = 1
Wave2,q46,How easy is it to obtain: Medical treatment at a nearby clinic,Not applicable = 0; Very Difficult = 1; Difficult = 2
Wave3,q46,"q46. When you get together with your family members or friends, how often do you discuss political matters?",Missing = -1; Frequently = 1; Occasionally = 2
Wave4,q46,"46. When you get together with your family members or friends, how often do you discuss political matters",Missing = -1; Frequently = 1; Occationally = 2
Wave5,q46,46 How interested would you say you are in politics?,Missing = -1; Very interested = 1; Somewhat interested = 2
Wave6,q46,"46 Generally speaking, how safe is living in this city/town/village?",Missing = -1; Not applicable = 0; Very safe = 1
Wave2,q47,How easy is it to obtain: Help from the police when you need it,Not applicable = 0; Very Difficult = 1; Difficult = 2
Wave3,q47,"q47. Among the political parties listed here, which party if any do you feel closest to?",Missing = -1; Can not choose = 95; Decline to answer = 96
Wave4,q47,47. Do you have Internet access at home?,Missing = -1; Yes = 1; No = 2
Wave5,q47,47 How often do you follow news about politics and government?,Missing = -1; Everyday = 1; Several times a week = 2
Wave6,q47,47 How interested would you say you are in politics?,Missing = -1; Not applicable = 0; Very interested = 1
Wave2,q48,How would you describe the present political situation in our country,Very good = 1; Good = 2; Average = 3
Wave3,q48,"q48. How close do you feel to (answer in Q47)? Is it very close, somewhat close, or just a little close?",Missing = -1; Not applicable = 0; Very close = 1
Wave4,q48,48. Do you have Internet access on a mobile phone?,Missing = -1; I do not have a cell phone = 0; Yes = 1
Wave5,q48,"48 When you get together with your family members or friends, how often do you discuss political matters?",Missing = -1; Frequently = 1; Occationally = 2
Wave6,q48,48 How often do you follow news about politics and government?,Missing = -1; Not applicable = 0; Everyday = 1
Wave2,q49,How interested would you say you are in politics,Not at all interested = 1; Not very interested = 2; Somewhat interested = 3
Wave3,q49,"q49. Please tell me how you feel about the following statements. Would you say you strongly agree, somewhat agree, somewhat disagree, or strongly disagree? Most people are trustworthy?",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q49,49. How often do you use the internet?,Missing = -1; Not applicable = 0; Several hours a day = 1
Wave5,q49,"49 How often do you use the internet, either through computer, tablet or smartphone?",Missing = -1; Connected all the time = 1; Several hours a day = 2
Wave6,q49,"49 When you get together with your family members or friends, how often do you discuss political matters?",Missing = -1; Not applicable = 0; Frequently = 1
Wave2,q5,How would you compare the current economic condition of your family with what it was a few years ago?,Much worse now = 1; A little worse now = 2; About the same = 3
Wave3,q5,q5. How would you compare the current economic condition of your family with what it was a few years ago? Is it …,Missing = -1; Much better now = 1; A little better now = 2
Wave4,q5,5. How would you compare the current economic condition of your family with what it was a few years ago?,Missing = -1; Much better = 1; A little better = 2
Wave5,q5,5. How would you compare the current economic condition of your family with what it was a few years ago?,Missing = -1; Much better = 1; A little better = 2
Wave6,q5,5 How would you compare the current economic condition of your family with what it was a few years ago?,Missing = -1; Not applicable = 0; Much better now = 1
Wave2,q50,How often do you follow news about politics and government,Practically never = 1; Not even once a week = 2; Once or twice a week = 3
Wave3,q50,"q50. For the sake of the family, the individual should put his personal interests second",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q50,50. Do you currently use any of the following social media networks?,Missing = -1; Not applicable = 0; Yes = 1
Wave5,q50,"50 Do you currently use any of the following social media networks?(E.g. facebook, twitter, telegram, whatsapp, youtube, tumblr, instagram, snapchat, etc.)",Missing = -1; Not applicable = 0; Yes = 1
Wave6,q50,"50 How often do you use the internet, either through computer, tablet or smartphone?",No access to internet = 0; Connected all the time = 1; Several hours a day = 2
Wave3,q51,"q51. In a group, we should sacrifice our individual interest for the sake of the group's collective interest.",Missing = -1; Missing = 0; Strongly agree = 1
Wave4,q51,51. How often do you use the Internet or social media networks to find information about politics and government?,Missing = -1; Not applicable = 0; Everyday = 1
Wave2,q51_1,Main source of information. Question 51.01 Television,Not applicable = 0; Yes = 1; No = 2
Wave2,q51_2,Question 51.02 Newspaper,Not applicable = 0; Yes = 1; No = 2
Wave2,q51_3,Question 51.03 Radio,Not applicable = 0; Yes = 1; No = 2
Wave2,q51_4,Question 51.04 Internet,Not applicable = 0; Yes = 1; No = 2
Wave2,q51_5,Question 51.05 Cell phone short message (SMS),Not applicable = 0; Yes = 1; No = 2
Wave2,q51_6,Question 51.06 Personal contact,Not applicable = 0; Yes = 1; No = 2
Wave2,q51_7,Question 51.07 Other,Not applicable = 0; Yes = 1; No = 2
Wave2,q51_8,Magazine,Not applicable = 0; Yes = 1; No = 2
Wave2,q51a,From Q51 Which is most important,Television = 1; Newspaper = 2; Radio = 3
Wave5,q51a,51a You use social media primarily to connect with other people,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51a_Facebook,51a Which social media and text messaging services do you actively use? Facebook,Missing = -1; Not applicable = 0; Yes = 1
Wave5,q51b,51b You use social media primarily to expresss my opinion on political issues,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51b_Twitter,51b Twitter,Missing = -1; Not applicable = 0; Yes = 1
Wave5,q51c,51c You use social media primarily to share news or information,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51c_Instagram,51c Instagram,Missing = -1; Not applicable = 0; Yes = 1
Wave5,q51d,51d You use social media primarily for work,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51d_Youtube,51d Youtube,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51e_Tiktok,51e Tiktok,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51f_Messenger,q51f Messenger,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51g_Telegram,q51g Telegram,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51h_Line,q51h Line,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51i_Whatsapp,q51i Whatsapp,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51j_Snapchat,q51j Snapchat,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51k_Vchat,q51k Vchat,Missing = -1; Not applicable = 0; Yes = 1
Wave6,q51l_Tumblr,q51l Tumblr,Missing = -1; Not applicable = 0; Yes = 1
Wave2,q52,"When you get together with your family members or friends, how often do you discuss political matters?",Frequently = 1; Occasionally = 2; Never = 3
Wave3,q52,"q52. For the sake of national interest, individual interest could be sacrificed.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q52,52. How often do you use the Internet or social media networks to express your opinion about politics and government?,Missing = -1; Not applicable = 0; Everyday = 1
Wave5,q52,52 Which one is the most important channel for you to find information about politics and government?,Missing = -1; Not applicable = 0; Television = 1
Wave6,q52a,52a How often do you use social media to talk to or to connect with other people?,Missing = -1; Not applicable = 0; Often = 1
Wave6,q52b,52b How often do you use social media to express my opinion on political issues?,Missing = -1; Not applicable = 0; Often = 1
Wave6,q52c,52c How often do you use social media to share news or information?,Missing = -1; Not applicable = 0; Often = 1
Wave6,q52d,52d How often do you use social media to organize to influence politics?,Missing = -1; Not applicable = 0; Often = 1
Wave2,q53,How much impact do you feel government politics have on your daily life?,No impact at all = 1; A little impact = 2; Quite some impact = 3
Wave3,q53,"q53. When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q53,"53.Among the political parties listed here, which party if any do you feel closest to?",Missing = -1; Do not feel close to any party = 90; Do not understand the question = 97
Wave5,q53,53 How much trust do you have in each of the following types of media?Television,Missing = -1; Not applicable = 0; Trust fully = 1
Wave6,q53,53 Which one is the most important channel for you to find information about politics and government?,"Missing = -1; Not applicable = 0; Television, on airwaves, cable and online = 1"
Wave6,q53other,53. Other specify responses,NA
Wave2,q54,"Among the political parties listed here, which party if any do you feel closest to?",Cannot choose = 95; Decline to answer = 96; Do not know = 97
Wave3,q54,"q54. When dealing with others, one should not only focus on immediate interest but also plan for future.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q54,54. How close do you feel to (answer in q53)?,Missing = -1; Not applicable = 0; Very close = 1
Wave5,q54,54 How much trust do you have in each of the following types of media?Newspaper,Missing = -1; Not applicable = 0; Trust fully = 1
Wave6,q54,"54 Among the political parties listed here, which party if any do you feel closest to?",Missing = -1; Not applicable = 0; Don't feel close to any political party = 90
Wave6,q54other,54. Other specify responses,NA
Wave2,q55,How close do you feel to the party(answer in Q54)?,Not applicable = 0; Just a little close = 1; Somewhat close = 2
Wave3,q55,"q55. Even if parents' demands are unreasonable, children still should do what they ask.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q55,"55 For the sake of the family, the individual should put his personal interests second.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q55,55 How much trust do you have in each of the following types of media? News on the internet,Missing = -1; Not applicable = 0; Trust fully = 1
Wave6,q55,"55 How close do you feel to (answer in Q54)? Is it very close, somewhat close, or just a little close?",Missing = -1; Not applicable = 0; Very close = 1
Wave2,q56,"Even if parents' demands are unreasonable, children still should do what they ask",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q56,"q56. When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q56,"56. In a group, we should sacrifice our individual interest for the sake of the group's collective interest.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q56,"56 Among the political parties listed here, which party if any do you feel closest to?",Missing = -1; Not applicable = 0; Do not feel close to any party = 90
Wave6,q56,"56 For the sake of the family, the individual should put his personal interests second.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q57,"Being a student, one should not question the authority of their teacher",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q57,"q57. Being a student, one should not question the authority of their teacher.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q57,"57. For the sake of national interest, individual interest could be sacrificed.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q57,"57 How close do you feel to (answer in Q56)? Is it very close, somewhat close, or just a little close?",Missing = -1; Not applicable = 0; Very close = 1
Wave6,q57,"57 In a group, we should sacrifice our individual interest for the sake of the group's collective interest.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q58,"When one has conflict with a neighbor, the best way to deal with it is to accommodate the other person",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q58,"q58. In a group, we should avoid open quarrel to preserve the harmony of the group",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q58,"58. When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q58,"58 For the sake of the family, the individual should put his personal interests second.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q58,"58 For the sake of national interest, individual interest could be sacrificed.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q59,A person should not insist on his own opinion if his co-workers disagree with him,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q59,"q59. Even if there is some disagreement with others, one should avoid the conflict",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q59,"59. When dealing with others, one should not only focus on immediate interest but also plan for future.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q59,"59 In a group, we should sacrifice our individual interest for the sake of the groups collective interest.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q59,"59 When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q6,What do you think the economic situation of your family will be a few years from now?,Much worse = 1; A little worse = 2; About the same = 3
Wave3,q6,q6. What do you think the economic situation of your family will be a few years from now? Will it be …,Missing = -1; Much better = 1; A little better = 2
Wave4,q6,6. What do you think the economic situation of your family will be a few years from now?,Missing = -1; Much better = 1; A little better = 2
Wave5,q6,6. What do you think the economic situation of your family will be a few years from now?,Missing = -1; Much better = 1; A little better = 2
Wave6,q6,6 What do you think the economic situation of your family will be a few years from now?,Missing = -1; Not applicable = 0; Much better = 1
Wave2,q60,"For the sake of the family, the individual should put his personal interests second",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q60,q60. A person should not insist on his own opinion if his co-workers disagree with him,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q60,"60. Even if parents' demands are unreasonable, children still should do what they ask.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q60,"60 For the sake of national interest, individual interest could be sacrificed.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q60,"60 Even if parents' demands are unreasonable, children still should do what they ask.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q61,Sometimes one has to follow one's own beliefs regardless of what other people think,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q61,"q61. Wealth and poverty, success and failure are all determined by fate.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q61,"61. When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q61,"61 When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q61,"61 When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q62,"When dealing with others, securing one's immediate interests should be more important than developing a long-term",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q62,"q62. If one could have only one child, it is more preferable to have a boy than a girl.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q62,"62. Being a student, one should not question the authority of their teacher.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q62,"62 Even if parents' demands are unreasonable, children still should do what they ask.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q62,"62 Being a student, one should not question the authority of their teacher.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q63,Open quarrels (criticisms) among politicians are harmful to society,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q63,"q63. When dealing with others, one should not be preoccupied with temporary gains and losses.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q63,"63. In a group, we should avoid open quarrel to preserve the harmony of the group.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q63,"63 When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q63,"63 In a group, we should avoid open quarrel to preserve the harmony of the group.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q64,The relationship between the government and the people should be like that between parents and children,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q64,"q64. In the past three (3) years, have you never, once, or more than once done the following because of personal, family, or neighborhood problems, or problems with government officials and policies?Contacted elected officials or legislative representativ",Missing = -1; Never Done = 0; Once = 1
Wave4,q64,"64. Even if there is some disagreement with others, one should avoid the conflict.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q64,"64 Being a student, one should not question the authority of their teacher.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q64,"64 Even if there is some disagreement with others, one should avoid the conflict.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q65,People should always support the decisions of their government even if they disagree with them,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q65,q65. Contacted officials at higher level.,Missing = -1; Never Done = 0; Once = 1
Wave4,q65,65. A person should not insist on his own opinion if his co-workers disagree with him.,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q65,"65 In a group, we should avoid open quarrel to preserve the harmony of the group.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q65,65 A person should not insist on his own opinion if his co-workers disagree with him.,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q66,How often do you use the internet?,Not aware of Internet = 0; Almost daily = 1; At least once a week = 2
Wave3,q66,q66. Contacted traditional leaders/community leaders.,Missing = -1; Never Done = 0; Once = 1
Wave4,q66,"66. Wealth and poverty, success and failure are all determined by fate.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q66,"66 Even if there is some disagreement with others, one should avoid the conflict.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q66,"66 Wealth and poverty, success and failure are all determined by fate.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q67,How closely do you follow major events in foreign countries/the world?,Very closely = 1; Somewhat closely = 2; Not too closely = 3
Wave3,q67,q67. Contacted other influential people outside the government,Missing = -1; Never Done = 0; Once = 1
Wave4,q67,"67. If one could have only one child, it is more preferable to have a boy than a girl.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q67,67 A person should not insist on his own opinion if his co-workers disagree with him.,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q67,"67 If one could have only one child, it is more preferable to have a boy than a girl.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q68,"Have you traveled abroad before? If you have, how often do you travel abroad?",A few times a year = 1; Almost once a year = 2; Just a few times in my whole life = 3
Wave3,q68,q68. Contacted news media,Missing = -1; Never Done = 0; Once = 1
Wave4,q68,"68. When dealing with others, one should not be preoccupied with temporary gains and losses.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
